Catalogusnummer,Oudnummer
"105210","I.A.  Jongste,  J.E.C.  de   (1)"
"105211","I.A.  Jongste,  J.E.C.  de   (2)"
"105212","I.A.  Jonker,  G.J.A.   (1)"
"105214","I.A.  Jonker,  G.J.A.   (2)"
"105213","I.A.  Jonker,  G.J.A.   (5)"
"105215","I.A.  Jonker,  G.J.A.   (6)"
"105216","I.A.  Jonker,  H.   (1)"
"38993","I.A.  Jonker,  H.  (2)"
"28797","I.A.  Jonkers,   B.   (2)"
"105217","I.A.  Jonkers,  B.  (1)"
"105218","I.A.  Jonkman,   H. F.   (1)"
"105219","I.A.  Jonkman,   H. F.   (2)"
"105220","I.A.  Jonson van Ceulen,  C.  (1)"
"105221","I.A.  Jonson van Ceulen,  C.  (2)"
"105222","I.A.  Jonson van Ceulen,  C.  (3)"
"105224","I.A.  Jordan,   H.   (1)"
"105223","I.A.  Jordan,  F.J.L.  (1)"
"105225","I.A.  Jordens,   H.J.   (1)"
"105226","I.A.  Jordens,   H.J.   (2)"
"105227","I.A.  Jorissen,  S.G.  (3)"
"105231","I.A.  Juda,   Jo   (1)"
"105232","I.A.  Julius,   V.A.   (3)"
"105233","I.A.  Julius,   V.A.   (5)"
"105234","I.A.  Julius,   W.H.   (2)"
"105235","I.A.  Julius,  W.H.   (1)"
"105238","I.A.  Julius,  W.H.   (6)"
"105236","I.A.  Julius,  W.H.   (7)"
"105237","I.A.  Julius,  W.H.  (3)"
"105239","I.A.  Kaajan  H.  (1)"
"105240","I.A.  Kagenaar,  D.B.  (1)"
"105243","I.A.  Kalff,   J.   (1)"
"105244","I.A.  Kalff,   J.A.   (1)"
"105241","I.A.  Kalff,  G.   (2)"
"105242","I.A.  Kalff,  G.   (3)"
"221278","I.A.  Kalff, R.  (nr.?)  in: De Watteville, W.H. (4),  nr. 62"
"105245","I.A.  Kan,  A.H.   (1)"
"105245","I.A.  Kan,  A.H.   (2)"
"105246","I.A.  Kan,  A.H.   (3)"
"105247","I.A.  Kan,  A.H.   (4)"
"105248","I.A.  Kapteyn,  A.P.M.   (1)"
"105249","I.A.  Kapteyn,  W.   (2)"
"105251","I.A.  Kapteyn,  W.   (3)"
"105252","I.A.  Kapteyn,  W.   (6)"
"105250","I.A.  Kapteyn,  W.  (1)"
"105255","I.A.  Karsten,  S.   (2)"
"105254","I.A.  Karsten,  S.  (1)"
"105257","I.A.  Keers,  F.J.   (1)"
"105260","I.A.  Kemink,   H.H.   (1)"
"105261","I.A.  Kemink,   N.D.   (2)"
"105262","I.A.  Kemp,   P.   (1)"
"221214","I.A.  Kemper,  P.H.  (1)  in: De Watteville, W.H. (3),  nr. 55"
"31940","I.A.  Kenninck,   P.   (1)"
"105265","I.A.  Kenninck,  F.   (3)"
"105266","I.A.  Kenninck,  F.   (4)"
"105268","I.A.  Kerk,  Doopsgezinde gemeente,  Kerkeraad,   (2)"
"105269","I.A.  Kerk,  Kapittel van Oudmunster,   (1)"
"105270","I.A.  Kerk,  Marcuskerk,  Koor   (1)"
"38997","I.A.  Kerk,  Predikanten hervormd   (1)"
"105271","I.A.  Kerk,  Predikanten,  Gereformeerd   (1)"
"105272","I.A.  Kerk,  Predikanten,  Hervormd   (2)"
"105273","I.A.  Kerk,  Predikanten,  Hervormd   (3)"
"105274","I.A.  Kerk,  Predikanten,  Hervormd   (4)"
"105275","I.A.  Kerk,  Predikanten,  Hervormd   (5)"
"105276","I.A.  Kerk,  Predikanten,  Hervormd   (6a)"
"105277","I.A.  Kerk,  Predikanten,  Hervormd   (6b)"
"105278","I.A.  Kerk,  Predikanten,  Hervormd   (7)"
"105279","I.A.  Kerk,  Zendingsvereniging,  Bestuur   (1)"
"105280","I.A.  Kerkhof,  B.J.   (1a)"
"105281","I.A.  Kerkhof,  B.J.   (1b)"
"105282","I.A.  Kerkhoff,   J.P.   (1)"
"105283","I.A.  Kerkhoff,   J.P.   (2)"
"105284","I.A.  Kerlen,   G.J.   (1)"
"105285","I.A.  Kern,   J.H.C.   (1)"
"105286","I.A.  Kernkamp,   G.W.   (1)"
"105287","I.A.  Kernkamp,   G.W.   (3)"
"105288","I.A.  Kernkamp,   G.W.   (5)"
"31941","I.A.  Kernkamp,   mr. H.H.W.   (2)"
"105289","I.A.  Kernkamp,  H.H.W.   (1)"
"105290","I.A.  Kernkamp,  H.H.W.   (2)"
"105291","I.A.  Kerst,   J.F.   (1)"
"105292","I.A.  Kerst,   J.F.   (2)"
"105293","I.A.  Kettlitz,  J.H.Th.O.   (1a)"
"105294","I.A.  Kettlitz,  J.H.Th.O.   (1b)"
"105295","I.A.  Kettlitz,  J.H.Th.O.   (2)"
"105296","I.A.  Kettlitz,  J.H.Th.O.   (3)"
"105297","I.A.  Kieboom,  W.A.  (1)"
"105298","I.A.  Kieboom,  W.A.  (2)"
"105299","I.A.  Kielstra,  J.C.   (1)"
"105300","I.A.  Kien,   N.   (1)"
"105302","I.A.  Kien,   N.P.J.   (1)"
"39001","I.A.  Kien,   N.P.J.   (2)"
"105303","I.A.  Kien,   N.P.J.   (5)"
"28798","I.A.  Kien,   N.P.J.  (4)"
"221286","I.A.  Kien,  N.P.J.  (3)  in: De Watteville, W.H. (4),  nr. 70"
"221270","I.A.  Kien,  N.P.J.  (6)  in: De Watteville, W.H. (4),  nr. 54"
"221271","I.A.  Kien,  N.P.J.  (7)  in: De Watteville, W.H. (4),  nr. 55"
"221285","I.A.  Kien,  N.P.J.  (8)  in: De Watteville, W.H. (4),  nr. 69"
"105449","I.A.  Kijlstra,   A.   (1)"
"105304","I.A.  Kingma,  P.  (1)"
"221447","I.A.  Kist, J.G.  (1?), in: Fruin, J.A. (7),  pagina 26 l.b."
"105305","I.A.  Klaarhamer,  P.J.W.  (1)"
"105306","I.A.  Klaver,   C.H.  (1)"
"105315","I.A.  Kleijn,  H.G.   (3)"
"105310","I.A.  Klein,   H.C.A.   (1)"
"105311","I.A.  Klein,  J.   (1)"
"105312","I.A.  Kleinwee,  P.J. van   (1)"
"105313","I.A.  Kleymans,  J.   (1)"
"105314","I.A.  Kleyn,  H.G.   (1)"
"105316","I.A.  Klinkenberg,  A.   (1)"
"105317","I.A.  Kloek,   J.  (1)"
"105318","I.A.  Kloot,  T.J.   (1)"
"105319","I.A.  Kluyver,   P.  (1)"
"105324","I.A.  Knoester,   H.J. H. (5)"
"105320","I.A.  Knoester,  H.J.H.   (1)"
"105321","I.A.  Knoester,  H.J.H.   (2)"
"105322","I.A.  Knoester,  H.J.H.   (3)"
"105323","I.A.  Knoester,  H.J.H.   (4)"
"105325","I.A.  Knoester,  H.J.H.  (6)"
"105326","I.A.  Knol,   F.   (1)"
"221394","I.A.  Knottenbelt, J. (1?), in: Fruin, J.A. (7),  pagina 12 l.o."
"105327","I.A.  Knottnerus,  A.M.C.G.   (1)"
"31943","I.A.  Knotzer,   F.   (1)"
"39002","I.A.  Knupfer,   N.   (1)"
"105328","I.A.  Knuvelder,  Th.J.M.  (1)"
"39003","I.A.  Kobell,  J.  (1)"
"105329","I.A.  Kobell,  J.  (2)"
"105331","I.A.  Koch,   J.A.M. (1)"
"105332","I.A.  Koch,  J.Jac.  (1)"
"105333","I.A.  Koch,  P.F.C.  (1)"
"105334","I.A.  Koch,  P.F.C.  (2)"
"105335","I.A.  Kock,  A.M.C.H.   (2)"
"221172","I.A.  Kock,  A.M.C.H.  (1)  in: De Watteville, W.H. (3),  nr. 12"
"105340","I.A.  Koelman,   P.A.W.J.  (1)"
"105341","I.A.  Koene,  F.   (1)"
"105344","I.A.  Kohlbrugge,   J.H.F.    (2)"
"105345","I.A.  Kohnstamm,   Ph.    (1)"
"105346","I.A.  Kohnstamm,   Ph.    (2)"
"105347","I.A.  Kok ,  W.A.J.   (1)"
"221181","I.A.  Koker,  R.J.  (1)  in: De Watteville, W.H. (3),  nr. 21"
"105349","I.A.  Kol ,  J.   (2)"
"221180","I.A.  Kol,  J.  (1)  in: De Watteville, W.H. (3),  nr. 20"
"105351","I.A.  Koldewijn ,  H.   (1)"
"105350","I.A.  Koldewijn ,  H.   (2)"
"105352","I.A.  Koning,  G.   (1)"
"105354","I.A.  Koningsberger ,  V.J.   (2)"
"105355","I.A.  Koningsberger ,  V.J.   (3)"
"105357","I.A.  Koningsberger,   V.J.   (1)"
"105358","I.A.  Koningsberger,   V.J.   (3)"
"105353","I.A.  Koningsberger,  J.C.   (1)"
"105356","I.A.  Koningsberger,  V.J.   (1)"
"105363","I.A.  Kool,  J.   (1)"
"105368","I.A.  Koolen Pz.,   P.N.   (1)"
"105364","I.A.  Koolen,  D.A.P.N.  (1)"
"105366","I.A.  Koolen,  D.A.P.N.  (2)"
"105367","I.A.  Koolen,  D.A.P.N.  (2)"
"105365","I.A.  Koolen,  D.A.P.N.  (3)"
"105369","I.A.  Koolhaas,  B.C.   (1)"
"105370","I.A.  Koolhaas,  B.C.   (2)"
"105371","I.A.  Koolhaas,  B.C.   (3)"
"105372","I.A.  Koopal,   A.A.   (1)"
"31944","I.A.  Koopman,   J.C.   (1)"
"31945","I.A.  Koopman,   J.C.   (1)"
"39004","I.A.  Koopman,   J.C.   (2)"
"105373","I.A.  Koopman,   J.C.   (4)"
"105374","I.A.  Koopman,  J.C.   (1)"
"105375","I.A.  Koopmans van Boekeren,  H.E.   (1)"
"105376","I.A.  Koorders,   D.  (1)"
"105377","I.A.  Kops,   A.  (1)"
"31946","I.A.  Kops,   J.   (1)"
"105378","I.A.  Koster,   W.   (1)"
"105379","I.A.  Koster,   W.   (2)"
"105380","I.A.  Koster,   W.   (4)"
"105381","I.A.  Koster,   W.   (5)"
"105382","I.A.  Koster,   W.   (6)"
"105383","I.A.  Koster,  W.   (7)"
"105582","I.A.  Koster,  W.   (9)"
"221396","I.A.  Koster, W. (3), in: Fruin, J.A. (7),  pagina 13 l.b."
"105391","I.A.  Kouwer,   B.J.   (10)"
"105393","I.A.  Kouwer,   B.J.   (11)"
"105392","I.A.  Kouwer,   B.J.   (11)"
"105396","I.A.  Kouwer,   B.J.   (14)"
"105394","I.A.  Kouwer,   B.J.   (15)"
"105395","I.A.  Kouwer,   B.J.   (16)"
"105387","I.A.  Kouwer,   B.J.   (5)"
"105389","I.A.  Kouwer,   B.J.   (8)"
"105390","I.A.  Kouwer,   B.J.   (9)"
"105384","I.A.  Kouwer,  B.J.   (2)"
"105385","I.A.  Kouwer,  B.J.   (3)"
"105386","I.A.  Kouwer,  B.J.   (4)"
"105397","I.A.  Kramer,   F.   (1)"
"105398","I.A.  Kramer,   F.   (2)"
"105399","I.A.  Kramer,   F.   (3)"
"105400","I.A.  Kramer,   F.   (4)"
"105404","I.A.  Kramers,  H.A.  (1)"
"105405","I.A.  Kramers,  H.A.  (2)"
"31947","I.A.  Kramm,   C.    (2)"
"105406","I.A.  Kramm,   C.  (3)"
"39005","I.A.  Kramm,  C.   (1)"
"105407","I.A.  Kramm,  C.   (4)"
"31948","I.A.  Kramm,  C.   (5)"
"39006","I.A.  Kramm,  C.   (6)"
"105408","I.A.  Kranenburg,  R.  (1)"
"105409","I.A.  Krayenhoff,  C.R.Th.   (2)"
"105410","I.A.  Krecke,   F.W.C.  (1)"
"105411","I.A.  Kreeft,   S.G. van der   (1)"
"39007","I.A.  Krieger,  W.L.   (1)"
"105413","I.A.  Kristel,  S.M.   (1)"
"105414","I.A.  Kroes.   W.H.  (1)"
"105415","I.A.  Krom,  Andr. L.  (1)"
"105416","I.A.  Kromhout,   J.H.  (1)"
"105417","I.A.  Kroon,  H.M.  (3)"
"105418","I.A.  Kroon,  M.  (1)"
"221695","I.A.  Kruijder, A.F.C.  (1)"
"105419","I.A.  Kruyt,  H.R.  (3)"
"105420","I.A.  Kruyt,  H.R.  (4)"
"105401","I.A.  Krämer,  F.J.L.   (4)"
"105402","I.A.  Krämer,  F.J.L.   (6)"
"105403","I.A.  Krämer,  F.J.L.   (7)"
"221329","I.A.  Krämer,  F.J.L.  (1)  in: Onderwijs, Stedelijk Gymnasium, Rectoren en leraren ( 2), nr. 19 (r.o.)"
"221295","I.A.  Krämer, F.J.L.  (2)  in: Onderwijs, Stedelijk Gymnasium, Rectoren en leraren ( 2), nr. 7 (r.b.)"
"221398","I.A.  Kuenen, A. (1?), in: Fruin, J.A. (7),  pagina 13 l.o."
"39008","I.A.  Kufferath,  J.H.   (1)"
"105425","I.A.  Kuik,  D.  (1)"
"105426","I.A.  Kuik,  D.  (2)"
"105427","I.A.  Kuik,  D.  (3)"
"105428","I.A.  Kuik,  N.M.  (1)"
"105423","I.A.  Kuik,  W.D.  (3)"
"105421","I.A.  Kuik.   W.D.  (1)"
"105422","I.A.  Kuik.   W.D.  (2)"
"105424","I.A.  Kuik.   W.D.  (4)"
"105429","I.A.  Kuikenga,  A.   (1)"
"105431","I.A.  Kuiper,  J.   (2)"
"39009","I.A.  Kuiper,  J.  (1)"
"221185","I.A.  Kuipers,  J.J.  (1)  in: De Watteville, W.H. (3),  nr. 25"
"105432","I.A.  Kuneken,  W.H.  (1)"
"105433","I.A.  Kuppers.   J.  (1)"
"105434","I.A.  Kuyck,  O.H.   (1)"
"105436","I.A.  Kuyper,   A.   (1)"
"105438","I.A.  Kuyper,   A.   (2)"
"105440","I.A.  Kuyper,   A.   (3)"
"105437","I.A.  Kuyper,   A.   (4)"
"105435","I.A.  Kuyper,   A.   (5)"
"105439","I.A.  Kuyper,   A.   (6)"
"105441","I.A.  Kuyper,  R.   (1)"
"105442","I.A.  Kwant,   C.   (1)"
"105443","I.A.  Kwant,  R.C.   (1)"
"105444","I.A.  Kwant-Törngren,  K.   (1)"
"105447","I.A.  Kwint,  H.   (1)"
"105448","I.A.  Kwint,  M.M.   (1)"
"31949","I.A.  Kymmell,   J.W.  (1)"
"221244","I.A.  Kymmell,  J.W.  (nr.?)  in: De Watteville, W.H. (4),  nr. 28"
"105343","I.A.  Kögl,   F.    (2)"
"105342","I.A.  Kögl,   F.    (2)"
"105451","I.A.  Laan,  H.A.  (2)"
"105450","I.A.  Laan, H.A.   (1)"
"105455","I.A.  Labouchère,  E.C.   (1)"
"31951","I.A.  Lagers,   G.H.   (1)"
"31952","I.A.  Lagers,   G.H.   (2)"
"31953","I.A.  Lagers,   G.H.   (3)"
"39010","I.A.  Lagers,   G.H.   (4)"
"105457","I.A.  Lagerwey,  E.   (1)"
"105458","I.A.  Lagerwey,  E.   (2)"
"105459","I.A.  Lagerwey,  E.   (3)"
"105464","I.A.  Lambriex O.S.B.,  dom R.M.P.  (1)"
"31954","I.A.  Lamers,   G.H.   (3)"
"105468","I.A.  Lamers,  G.H.   (2)"
"105469","I.A.  Lamers,  G.H.   (5)"
"105470","I.A.  Lamie,  D.   (1)"
"105471","I.A.  Lamie,  J.L.   (1)"
"31955","I.A.  Lammerts van Bueren,   P.A.  (1)"
"39012","I.A.  Lampe,  F.A.   (1)"
"39011","I.A.  Lampe,  F.A.   (1)"
"105472","I.A.  Lamping,  C.A.  (1)"
"105473","I.A.  Lamping,  C.A.  (2)"
"105465","I.A.  Laméris,  D.   (1)"
"105466","I.A.  Laméris,  H.J.   (1)"
"105467","I.A.  Laméris,  H.J.   (4)"
"105482","I.A.  Lange,  N.J.M.  de   (1)"
"105485","I.A.  Langen,  C.D. de   (3)"
"105486","I.A.  Langeveld,  M.J.   (1)"
"105488","I.A.  Laseur,  A.H.   (3)"
"105489","I.A.  Laseur,  A.H.   (4)"
"221188","I.A.  Laseur,  A.H.  (1)  in: De Watteville, W.H. (3),  nr. 28"
"221189","I.A.  Laseur,  A.H.  (1)  in: De Watteville, W.H. (3),  nr. 28"
"31957","I.A.  Lastdrager,   J.   (1)"
"221697","I.A.  Laurent, A.  (1)"
"105490","I.A.  Lee,  C.A. van der   (1)"
"105492","I.A.  Leeflang,  Chr.   (1)"
"105491","I.A.  Leeflang,  M.   (1)"
"105494","I.A.  Leenmans,  C.J.   (2)"
"105495","I.A.  Leenmans,  C.J.   (3)"
"105514","I.A.  Leger des Heils,   (1a)"
"105515","I.A.  Leger des Heils,   (1b)"
"31958","I.A.  Legner,   J.C.U.   (1)"
"105517","I.A.  Lens,  P.A.   (1)"
"105518","I.A.  Lentink,   H.  (1)"
"39021","I.A.  Leonius,  E.   (1)"
"105519","I.A.  Lethmate,  H.   (1)"
"39022","I.A.  Leusden,   J.   (1)"
"105522","I.A.  Leusden,   J.   (2)"
"39023","I.A.  Leusden,   J.   (3)"
"39024","I.A.  Leusden,   J.   (4)"
"105523","I.A.  Leusden,   J.W.   (1)"
"105524","I.A.  Leusden,   R.   (1)"
"31959","I.A.  Leydecker,   M.  (1)"
"31959","I.A.  Leydecker,   M.  (2)"
"105527","I.A.  Lichtenbelt,  J.W.Th.   (1)"
"105528","I.A.  Lidth de Jeude, jhr. drs. J. van,   (1)"
"105543","I.A.  Ligtenberg,   H.P.    (1)"
"105544","I.A.  Ligtenberg,   H.P.    (2)"
"105551","I.A.  Linden - de Feijter,   P.M. van der   (1)"
"105550","I.A.  Lindsen,   J.F.    (1)"
"105553","I.A.  Linschoten,   J.  (2)"
"105552","I.A.  Linschoten,  J.  (1)"
"105562","I.A.  Loggers,   Ph.  (1)"
"105568","I.A.  Loncq,   G.J.   (6)"
"105567","I.A.  Loncq,   G.J.   (7)"
"105564","I.A.  Loncq,   G.J.  (1)"
"39027","I.A.  Loncq,   G.J.  (2)"
"39027","I.A.  Loncq,   G.J.  (3)"
"105566","I.A.  Loncq,   G.J.  (4)"
"105565","I.A.  Loncq,   G.J.  (5)"
"221403","I.A.  Loncq, G.J. (8?), in: Fruin, J.A. (7),  pagina 14 r.o."
"105574","I.A.  Looijen,  A.A.   (1)"
"105571","I.A.  Loos, H.   (2)"
"105572","I.A.  Looten,   A.  (1)"
"105573","I.A.  Looten,   A.  (2)"
"221705","I.A.  Loran, W.C.C.  (1)"
"105575","I.A.  Lorette,  J.  (1)"
"105577","I.A.  Loten van Doelen Grothe,   C.J.   (1)"
"105576","I.A.  Loten,   A.  (1)"
"105585","I.A.  Lovink,  H.   (1)"
"105586","I.A.  Lublink Weddik,   J.W.   (1)"
"105587","I.A.  Lucardie,   J.E.   (1)"
"39028","I.A.  Luchtmans,   P.   (1)"
"105588","I.A.  Luchtmans,   P.   (2)"
"221404","I.A.  Luden, H. (1?), in: Fruin, J.A. (7),  pagina 15 l.b."
"105589","I.A.  Lulofs,  M.G.  (1)"
"105591","I.A.  Lustig   W.K.   (1)"
"106946","I.A.  Luyendijk,  L.  (1)"
"105614","I.A.  Maarschalkerweerd,   M.  (1)"
"105617","I.A.  Maas Geesteranus,   H.P.   (1)"
"104769","I.A.  Mac Gillavry,  T.M.  (1)"
"104770","I.A.  Mac Gillavry,  T.M.  (2)"
"105618","I.A.  Mackaay,  T.   (1)"
"105619","I.A.  Mackenzie,   W.   (1)"
"39034","I.A.  Macropedius, G.   (1)"
"105620","I.A.  Macropedius, G.   (2)"
"105623","I.A.  Magnus,   H.   (1)"
"105624","I.A.  Magnus,   R.   (1)"
"105625","I.A.  Magnus,   R.   (4)"
"105626","I.A.  Magnus,  R.   (5)"
"105627","I.A.  Magnus,  R.   (6)"
"105637","I.A.  Mantel,   N.   (1)"
"28799","I.A.  Manten,   A.M.   (2)"
"105638","I.A.  Manten,  A.M.   (1)"
"105639","I.A.  Marang,  G.P.  (1)"
"31964","I.A.  Marcellinus   (1)"
"105642","I.A.  Margadant,   D.A.  (1)"
"105643","I.A.  Markus,   H.   (3)"
"105644","I.A.  Markus,   H.   (5)"
"105645","I.A.  Markus-Poels,   W.A.   (1)"
"105646","I.A.  Maronier,   J.H.   (1)"
"105647","I.A.  Maronier,   J.H.   (3)"
"221281","I.A.  Maronier,  J.H.  (2)  in: De Watteville, W.H. (4),  nr. 65"
"105648","I.A.  Marsman ,   H.  (1)"
"105659","I.A.  Martens - Godin,   J.  (1)"
"105650","I.A.  Martens - Lampsins,  J.  (1)"
"105654","I.A.  Martens - Strick van Linschoten,  J. H.A.   (1)"
"105657","I.A.  Martens - Voet van Winssen,   D.M.  (1)"
"105655","I.A.  Martens,   J.  (1)"
"105656","I.A.  Martens,   J.  (1)"
"31965","I.A.  Martens,   J.C.   (2)"
"105658","I.A.  Martens,   J.C.  (1)"
"105652","I.A.  Martens,  C.  (1)"
"105649","I.A.  Martens,  C.  (1)"
"105653","I.A.  Martens,  D.J.  (1)"
"105651","I.A.  Martens,  D.J.  (1)"
"105660","I.A.  Martens,  J.H.  (1)"
"105662","I.A.  Martens,  J.L.  (1)"
"105663","I.A.  Martens-Strick van Linschoten,  J.H.  (2)"
"105661","I.A.  Martens-Testas,  S.A.  (1)"
"105664","I.A.  Maters,  W.   (1)"
"39041","I.A.  Matthaeus jr.,   A.   (1)"
"221313","I.A.  Meerburg, P.A.  (nr.?)  in: Onderwijs, Stedelijk Gymnasium, Rectoren en leraren ( 2), nr. 11 (r.o.)"
"221405","I.A.  Mees R.Az., A. (1?), in: Fruin, J.A. (7),  pagina 15 r.b."
"105669","I.A.  Mees,  A.W.  (1)"
"105670","I.A.  Mees,  A.W.  (2)"
"105671","I.A.  Mees,  W.C.   (1)"
"221406","I.A.  Mees, M.  (1?), in: Fruin, J.A. (7),  pagina 15 l.o."
"221407","I.A.  Mees, W.C.  (1?), in: Fruin, J.A. (7),  pagina 15 r.o."
"105672","I.A.  Meiresonne,  L.J.   (1)"
"105676","I.A.  Mengelberg,   F.W.   (1)"
"105678","I.A.  Mengelberg,   F.W.   (2)"
"105677","I.A.  Mengelberg,   F.W.   (3)"
"105679","I.A.  Mengelberg,   J.W.    (1)"
"105680","I.A.  Mengelberg,   J.W.    (2)"
"105681","I.A.  Mengelberg,   J.W.    (3)"
"105682","I.A.  Mengelberg,   J.W.    (4)"
"105683","I.A.  Mengelberg,   J.W.    (5)"
"105684","I.A.  Mengelberg,   J.W.    (6)"
"105685","I.A.  Mengelberg,  O.M.M.   (1)"
"105692","I.A.  Mengelberg,  O.M.M.   (10)"
"105693","I.A.  Mengelberg,  O.M.M.   (11)"
"105694","I.A.  Mengelberg,  O.M.M.   (12)"
"105686","I.A.  Mengelberg,  O.M.M.   (2)"
"105687","I.A.  Mengelberg,  O.M.M.   (3)"
"105688","I.A.  Mengelberg,  O.M.M.   (4)"
"105689","I.A.  Mengelberg,  O.M.M.   (5)"
"105690","I.A.  Mengelberg,  O.M.M.   (6)"
"105691","I.A.  Mengelberg,  O.M.M.   (7)"
"105695","I.A.  Mengelberg,  W.M.M.   (1)"
"105696","I.A.  Mengelberg,  W.M.M.   (2)"
"105697","I.A.  Merens,   F.W.  (1)"
"105698","I.A.  Merens,   F.W.  (3)"
"105699","I.A.  Merens,   L.   (1)"
"31969","I.A.  Merens,   L.  (3)"
"31969","I.A.  Merens,   L.  (4)"
"31970","I.A.  Merens,   L.  (5)"
"105700","I.A.  Merkus,   C.R.   (1)"
"221224","I.A.  Merkus,  C.R.  (1)  in: De Watteville, W.H. (4),  nr. 8"
"221208","I.A.  Merkus,  C.R.  (2)  in: De Watteville, W.H. (3),  nr. 49"
"105701","I.A.  Metelerkamp,   C.P.   (1)"
"105707","I.A.  Meyer,  H.Ch.   (1)"
"39089","I.A.  Meyster,   E.  (1)"
"31971","I.A.  Meyster,   E.  (2)"
"221315","I.A.  Mieremet,  C.J.G.  (1)  in: Onderwijs, Stedelijk Gymnasium, Rectoren en leraren ( 2), nr. 12 (r.b.)"
"221704","I.A.  Mieremet, C.J.G.  (2)"
"221260","I.A.  Mijsberg, R.  (1)  in: De Watteville, W.H. (4),  nr. 44"
"105708","I.A.  Mik,  dr. G,   (1)"
"105709","I.A.  Militaire Zaken,  Utrechtse Schutterij,  Officieren  (1)"
"105710","I.A.  Militaire Zaken,  Utrechtse Schutterij,  Officieren  (2)"
"105711","I.A.  Militaire Zaken,  Utrechtse Schutterij,  Officieren  (3)"
"105712","I.A.  Milius,  H.C.  (1)"
"105713","I.A.  Milius,  J.   (2)"
"105714","I.A.  Milius,  J.  (4)"
"105715","I.A.  Milius,  J.  (5)"
"105716","I.A.  Milius,  J.  (6)"
"31972","I.A.  Mill,   D.  (1)"
"31972","I.A.  Mill,   D.  (2)"
"105717","I.A.  Mill,   D.  (3)"
"105718","I.A.  Mill,   D.  (4)"
"105719","I.A.  Mill,  R.A. van   (1)"
"105721","I.A.  Millius,  H.C.   (2)"
"105720","I.A.  Millius,  H.C.   (3)"
"105723","I.A.  Minnaert,  M.G.   (1)"
"105722","I.A.  Minnaert,  M.G.  (2)"
"31973","I.A.  Miquel,   F.A.    (4)"
"105727","I.A.  Miquel,  F.A.  (1)"
"105728","I.A.  Miquel,  F.A.  (2)"
"105725","I.A.  Miquel,  F.A.  (3)"
"105729","I.A.  Miquel,  F.A.  (5)"
"105726","I.A.  Miquel,  F.A.  (6)"
"105730","I.A.  Miquel,  F.A.  (7)"
"105731","I.A.  Mobach  Kzn,  K.   (1)"
"105732","I.A.  Mobach  Kzn,  K.   (2)"
"221408","I.A.  Modderman, A.E.J.  (1?), in: Fruin, J.A. (7),  pagina 16 l.b."
"105733","I.A.  Moens,   P.   (2)"
"31974","I.A.  Moens,   P.   (3)"
"39091","I.A.  Moens,   P.   (4)"
"39092","I.A.  Moens,   P.   (5)"
"39090","I.A.  Moens,   P.  (1)"
"28800","I.A.  Moesman,   J.H.   (8)"
"105734","I.A.  Moesman,  J.H,   (1)"
"105735","I.A.  Moesman,  J.H,   (2)"
"105736","I.A.  Moesman,  J.H,   (3)"
"105737","I.A.  Moesman,  J.H,   (4)"
"105738","I.A.  Moesman,  J.H,   (5)"
"105739","I.A.  Moesman,  J.H,   (6)"
"105740","I.A.  Moesman,  J.H.  (7)"
"221317","I.A.  Mogendorff,  E.E.  (1)  in: Onderwijs, Stedelijk Gymnasium, Rectoren en leraren ( 2), nr. 12 (r.o.)"
"105741","I.A.  Molen,  J. van der  (1)"
"105742","I.A.  Molengraaff,  W.L.   (2)"
"105743","I.A.  Molengraaff,  W.L.   (3)"
"105744","I.A.  Molengraaff,  W.L.   (4)"
"105745","I.A.  Molengraaff,  W.L.   (5)"
"105746","I.A.  Molengraaff,  W.L.   (8)"
"31975","I.A.  Moleschot,   J.    (1)"
"31975","I.A.  Moleschot,   J.    (2)"
"105747","I.A.  Moleschot,   J.    (3)"
"31976","I.A.  Moll,   G.   (1)"
"31976","I.A.  Moll,   G.   (2)"
"31977","I.A.  Moll,   G.   (4)"
"31977","I.A.  Moll,   G.   (5)"
"31978","I.A.  Moll,   G.   (8)"
"39093","I.A.  Moll,   G.  (3)"
"39094","I.A.  Moll,   G.  (6)"
"105748","I.A.  Moll,  A.Th.   (1)"
"105749","I.A.  Moll,  G.   (7)"
"105750","I.A.  Moll,  J.W.   (1a)"
"105751","I.A.  Moll,  J.W.   (1b)"
"105752","I.A.  Moll,  J.W.   (1c)"
"221409","I.A.  Moll, J.W.  (1?), in: Fruin, J.A. (7),  pagina 16 r.b."
"105756","I.A.  Mollem,   D. van   (4)"
"39095","I.A.  Mollinger,   G.A.G.Ph.   (1)"
"105757","I.A.  Molsbergen,   J.G.   (1)"
"39096","I.A.  Molster,   J.A.  (1)"
"39097","I.A.  Molster,   J.A.  (2)"
"105758","I.A.  Molster,   J.A.  (3)"
"105759","I.A.  Molster,  J.A.  (4)"
"105760","I.A.  Moltmaker,  P.   (1)"
"105761","I.A.  Moltzer,  H.E.   (3)"
"221410","I.A.  Moltzer, H.E.  (2), in: Fruin, J.A. (7),  pagina 16 l.o."
"221436","I.A.  Mom Visch, D.J.  (1?), in: Fruin, J.A. (7),  pagina 23 r.b."
"39098","I.A.  Monasch,   M.    (1)"
"39103","I.A.  Montijn,   C.G.    (3)"
"105765","I.A.  Montijn,  Ch.G.  (1)"
"105766","I.A.  Mook,  G.J.  (1)"
"105768","I.A.  Moorrees,  C.W.  (1)"
