Catalogusnummer,oudnummer_1,oudnummer_2,oudnummer_3
"99034","T.A. H.A. V 28.19",,
"102445","H.A. V 75.10.0",,
"99662","H.A. V 37.18",,
"103949","I.A.  Bartels, P.J.A.  (1)",,
"109684","H.A. V 36.176",,
"109571","H.A. V 36.64",,
"100821","H.A. V 63.5.16.2",,
"97338","H.A. V 39.1",,
"100000","H.A. V 26.209",,
"102299","H.A. V 73.8.25.6",,
"104484","I.A. Duyvis, J. (1)",,
"99439","H.A. V 34.9",,
"123833","Verzameling 63",,
"107252","I.A.  Zwaardemaker,  H.  (2)",,
"108579","SSFU-nr. 1997-2 (3)",,
"102359","H.A. V 73.9.24.19",,
"103753","I.A. Gemeentelijke Instellingen Bestuur B. en W. 9.1",,
"101251","H.A. V 66.12.27.2",,
"99813","H.A. V 19.38",,
"108072","SSFU-nr. 1991-1 (9)",,
"104107","I.A.  Bool, J.  (3)",,
"97519","H.A. V 42.20",,
"97955","Verzameling 158 (1)",,
"106860","I.A.  Verkerke  D.M.   (1)",,
"129443","AC 10-78",,
"97838","Verzameling 152 (2)",,
"102574","H.A. V 79.1.17.1",,
"100221","H.A. V 52.11.7.14",,
"105904","I.A.  Nijland,  A.J.   (2)",,
"100522","H.A. V 58.11.5.5",,
"103692","H.A. V 95.11.17.3",,
"108409","SSFU-nr. 1993-5 (12)",,
"98797","H.A. V 23.120",,
"97568","H.A. V 43.39",,
"108810","179",,
"101633","H.A. V 68.9.23.1",,
"100929","H.A. V 64.4.10",,
"101503","H.A. V 68.4.22.1",,
"100728","H.A. V 62.4.30.5",,
"97273","H.A. V 4.19",,
"109410","H.A. V 31.42",,
"106320","I.A.  Rijksmunt,  Personeel  (1)",,
"104929","I.A. Handel;  Industrie, Handelsvereniging, Bestuur (5)",,
"100253","H.A. V 53.5.17.2",,
"104794","I.A.  Gortel,  drs. M.W.M. van   (1)",,
"108890","267 NEG. 05217A",,
"100577","H.A. V 59.12.10.2",,
"105556","I.A.  van der Lith,  J.P.Th.   (1)",,
"99043","T.A. H.A. V 28.27",,
"127782","AYF 6",,
"101009","H.A. V 64.11.6.2",,
"98067","H.A. V 1.8",,
"109369","H.A. V 31.130",,
"105676","I.A.  Mengelberg,   F.W.   (1)",,
"107963","SSFU-nr. 1990-5 (17)",,
"109412","H.A. V 31.42",,
"109081","430 12221",,
"100262","H.A. V 53.6.12.7",,
"103817","I.A. Aalderen, D.A. van",,
"102075","H.A. V 70.5.17.2",,
"105421","I.A.  Kuik.   W.D.  (1)",,
"103416","H.A. V 90.1.25.5",,
"127314","H.A. V 65.4.12",,
"102942","H.A. V 82.4.6.8",,
"103937","I.A.  Baljon, J.M.S. (6)",,
"103820","I.A.  Abbenes, A. (2)",,
"99496","H.A. V 34.50",,
"104177","I.A.  Boven,  dr. M.W. van   (3)",,
"98828","H.A. V 24.29",,
"97332","H.A. V 38.67",,
"102699","H.A. V 79.10.12.1",,
"108430","SSFU-nr. 1994-1 (13)",,
"101274","H.A. V 67.2.15",,
"125595","H.A. V 62.9.3.1",,
"104621","I.A.  Fockema Andreae,  J.P.   (46)",,
"99997","H.A. V 26.181",,
"99536","H.A. V 35.25",,
"109388","H.A. V 31.24",,
"100384","H.A. V 56.4.18.3",,
"99798","H.A. V 19.24 (C)",,
"109083","434  11219",,
"103398","H.A. V 89.7.17.5",,
"105889","I.A.  Nuboer,  J.F.   (1)",,
"98733","H.A. V 23.7",,
"105388","I.A. Kouwer, B.J. (7)",,
"108705","64.  07-1  29",,
"103690","H.A. V 95.11.17.1",,
"100361","H.A. V 56.1.12.1",,
"103874","I.A.  van Antwerpen, P.A.   (1)",,
"101954","H.A. V 70.3.4",,
"107842","SSFU-nr. 1990-1 (39)",,
"97735","Verzameling 157 (37)",,
"126079","T.A. Jd 5.15",,
"101344","H.A. V 67.6.15.5",,
"104047","I.A.  de Bie Leuvelink Tjeenk, J.  (5)",,
"109581","H.A. V 36.70",,
"99741","H.A. V 38.31",,
"104591","I.A.  Fischer,  J.E.   (2)",,
"106269","I.A.  Romein,   D.J.   (1)",,
"98769","H.A. V 23.93",,
"101311","H.A. V 67.5.2.7",,
"101870","H.A. V 69.9.27",,
"99240","T.A. H.A. V 30.105",,
"108248","SSFU-nr. 1991-7 (36)",,
"100018","H.A. V 47.10.9.1",,
"103873","I.A.  van Antwerpen, P.A.   (2)",,
"103835","I.A.  Adriaan VI  (55)",,
"97350","H.A. V 39.3.13.2",,
"109682","H.A. V 36.172",,
"98006","Verzameling 159 (4)",,
"105250","I.A.  Kapteyn,  W.  (1)",,
"97913","Verzameling 152 (77)",,
"108451","SSFU-nr. 1994-3 (3)",,
"102405","H.A. V 74.4.8.1",,
"101901","H.A. V 69.11.11",,
"108327","SSFU-nr. 1992-3 (19)",,
"107713","SSFU-nr. 1989-6 (10)",,
"102313","H.A. V 73.9.5.9",,
"127826","Verzameling 166 (40)",,
"101906","H.A. V 69.11.17.2",,
"106593","I.A.  Sutro,  S.   (2)",,
"102561","H.A. V 78.6.19.1",,
"97531","H.A. V 42.29",,
"97088","H.A. T 87.23",,
"98887","T.A. H.A. V 25.26",,
"106885","I.A.  van Viegen   S.   (1)",,
"102891","H.A. V 81.6.25.1",,
"107857","SSFU-nr. 1990-2 (11)",,
"106609","I.A.  Talma,   S.   (8)",,
"97935","Verzameling 154 (2)",,
"99004","T.A. H.A. V 27.31",,
"106295","I.A.  Ruitenschild,   A.R.  (4)",,
"121114","Verzameling 123 (104)",,
"99115","T.A. H.A. V 29.42",,
"100818","H.A. V 63.5.9.2",,
"123253","AC 6-57-1",,
"98989","T.A. H.A. V 27.26",,
"101157","H.A. V 66.8.26",,
"101642","H.A. V 68.10.2",,
"97811","Verzameling 151 (6)",,
"106560","I.A.  van Straaten,  C.  (3)",,
"100707","H.A. V 62.1.15",,
"102127","H.A. V 70.10.17",,
"103290","H.A. V 86.2.28.2",,
"100685","H.A. V 61.11.18.2",,
"101062","H.A. V 65.10.7.4",,
"108432","SSFU-nr. 1994-1 (16)",,
"97957","Verzameling 158 (3)",,
"106130","I.A.  de Ranitz,  C.J.A.   (1)",,
"100913","H.A. V 64.3.5.2",,
"97211","H.A. T 98.24",,
"102777","H.A. V 80.5.30.1",,
"108992","349  09711",,
"100028","H.A. V 48.4.20.5",,
"103447","H.A. V 90.6.7.4",,
"102223","H.A. V 72.2.4.2",,
"108603","SSFU-nr. 1998-2 (1)",,
"109452","H.A. V 31.88",,
"105293","I.A.  Kettlitz,  J.H.Th.O.   (1a)",,
"101987","H.A. V 70.4.25.1",,
"103899","I.A.  Asselberghs, M.A.  (2)",,
"98557","H.A. V 11.43",,
"98610","H.A. V 14.6",,
"98444","Verzameling 137 (24)",,
"99000","T.A. H.A. V 27.30",,
"101380","H.A. V 67.9.22",,
"109499","H.A. V 31.155",,
"100175","H.A. V 52.1.26.3",,
"100088","H.A. V 49.5.4.5",,
"104757","I.A.  Gewin,  E.E.  (1)",,
"98437","Verzameling 137 (17)",,
"108115","SSFU-nr. 1991-3 (8)",,
"105417","I.A.  Kroon,  H.M.  (3)",,
"109040","412  11711",,
"105990","I.A.   van Oranje-Nassau,  Wilhelmina   (3)",,
"98842","H.A. V 24.44",,
"102187","H.A. V 71.6.15.2",,
"102077","H.A. V 70.5.21.2",,
"103140","H.A. V 83.9.20.2",,
"108143","SSFU-nr. 1991-4 (22)",,
"99123","T.A. H.A. V 29.49",,
"107266","I.A.  van Zijst,  W.A.  (11)",,
"108802","175  NEG. 02114 A",,
"105672","I.A.  Meiresonne,  L.J.   (1)",,
"102496","H.A. V 76.10.25.2",,
"101106","H.A. V 66.6.21.4",,
"99569","H.A. V 35.38",,
"107151","I.A.  Willibrord   (31)",,
"98459","Verzameling 137 (39)",,
"101777","H.A. V 69.6.17.1",,
"97934","Verzameling 154 (1)",,
"103557","H.A. V 92.8.7.19",,
"100333","H.A. V 55.9.13.13",,
"105606","I.A.  van Lynden van Sandenburg,  C.Th.  (7)",,
"97217","H.A. T 99.2",,
"100759","H.A. V 62.6.26.2",,
"106287","I.A.  Royaards van Scherpenzeel,  H.   (3)",,
"99425","H.A. V 33.44",,
"129568","H.A. T 96.30 (58)",,
"106806","I.A.  Vereniging,  Stichting U.S.O.,  Leden   (6)",,
"100370","H.A. V 56.3.22.1",,
"98527","H.A. V 11.25",,
"101244","H.A. V 66.12.20",,
"102545","H.A. V 78.1.12.1",,
"101328","H.A. V 67.5.27.2",,
"100271","H.A. V 53.10.15.1",,
"123248","AC 6-57-7",,
"104952","I.A.  de Hartog,  A.H.   (1)",,
"103930","I.A.  Bakhuizen van den Brink,  L.W.  (1)",,
"128377","Verzameling 163 (1)",,
"97274","H.A. V 4.20",,
"108974","335  08500",,
"99673","H.A. V 37.33",,
"104325","I.A.  Coenen,  C.  (2)",,
"97008","H.A. T 67.15",,
"102866","H.A. V 80.12.8.1",,
"100918","H.A. V 64.3.13",,
"100646","H.A. V 61.6.17",,
"108254","SSFU-nr. 1992-1 (3)",,
"98649","H.A. V 17.10.29.1",,
"105268","I.A.  Kerk,  Doopsgezinde gemeente,  Kerkeraad,   (2)",,
"104572","I.A.  Eyzenbach,  T.  (1)",,
"127702","AYF 153",,
"103733","H.A. V 97.4.12.3",,
"108692","43.",,
"103547","H.A. V 92.8.7.8",,
"108906","289  05723A",,
"103197","H.A. V 84.4.2.2",,
"105323","I.A.  Knoester,  H.J.H.   (4)",,
"101611","H.A. V 68.9.6.14",,
"105035","I.A.  Hoitsema,  C.  (3)",,
"103483","H.A. V 91.4.9.3",,
"105641","I.A.  du Marchie van Voorthuysen,  E.  (2)",,
"99542","H.A. V 35.25",,
"106884","I.A.  van Vianen Jr.,  P.  (2)",,
"102964","H.A. V 82.5.27.2",,
"124832","Verzameling 166 (7)",,
"105870","I.A.  le Nobel,  J.W.   (1)",,
"102685","H.A. V 79.9.14.2",,
"104112","I.A. de Bordes, C.E.J.   (1)",,
"105491","I.A.  Leeflang,  M.   (1)",,
"102169","H.A. V 71.3.26.1",,
"124266","T.A. Zn 5",,
"127723","AYF 124",,
"100498","H.A. V 58.5.22",,
"102087","H.A. V 70.5.21.11",,
"108762","128",,
"108428","SSFU-nr. 1994-1 (11)",,
"109364","H.A. V 31.125",,
"108213","SSFU-nr. 1991-7 (1)",,
"109595","H.A. V 36.84",,
"100530","H.A. V 59.1.15",,
"126013","Verzameling 170 (12)",,
"99621","H.A. V 36.185",,
"129550","H.A. T 96.30 (38)",,
"104545","I.A.  van Everdingen,  A.   (1)",,
"106346","I.A.  Schaafsma,  H.   (1)",,
"109528","H.A. V 36.33",,
"106979","I.A.  de Vries,  J.  (5)",,
"108277","SSFU-nr. 1992-1 (26)",,
"102756","H.A. V 80.5.8.4",,
"108059","SSFU-nr. 1990-8 (27)",,
"102492","H.A. V 76.10.4.3",,
"101920","H.A. V 69.12.28.2",,
"99734","H.A. V 38.24",,
"99491","H.A. V 34.45",,
"98873","T.A. H.A. V 25.21",,
"100133","H.A. V 50.6.30.1",,
"100672","H.A. V 61.9.21.2",,
"100705","H.A. V 62.1.9.10",,
"106678","I.A.  Universiteit,  pedellen  (2)",,
"129450","AC 10-87",,
"101910","H.A. V 69.11.20.3",,
"101315","H.A. V 67.5.2.11",,
"106540","I.A.   Stelling,  J.  (2)",,
"101399","H.A. V 67.11.1.1",,
"97440","H.A. V 40.23",,
"101392","H.A. V 67.10.19",,
"122331","T.A. Zb 7 (G)",,
"97907","Verzameling 152 (71)",,
"101871","H.A. V 69.9.29",,
"104534","I.A.  Ernst,  P.  (1)",,
"102385","H.A. V 73.11.4.1",,
"102873","H.A. V 81.4.2.1",,
"104689","I.A.  Gemeentelijke Instellingen,  Gemeentelijke Archiefdienst,  Personeel   (32)",,
"129763","5413",,
"101208","H.A. V 66.11.7",,
"101669","H.A. V 68.11.13.1",,
"106796","I.A.  Vereniging,  Muziekvereniging  ""Oranje Nassau""  (2.1)",,
"99589","H.A. V 36.13",,
"98042","Verzameling 160 (28)",,
"98562","H.A. V 7.33",,
"98071","H.A. V 1.15",,
"101461","H.A. V 68.2.22.2",,
"105100","I.A.  Hugenholtz,  F.W.   (1)",,
"104573","I.A.  Faber,  H.R.  (1)",,
"101580","H.A. V 68.7.29.10",,
"106150","I.A.  Rau,  S.   (2)",,
"97204","H.A. T 98.16",,
"102262","H.A. V 72.6.26.5",,
"109622","H.A. V 36.112",,
"105360","I.A.  van Koningsbruggen.   A.P.G.  (2)",,
"105910","I.A.  Obbink,   H. Th.   (3)",,
"108813","181",,
"100466","H.A. V 57.8.1.1",,
"101760","H.A. V 69.3.27.1",,
"97120","H.A. T 91.22",,
"102641","H.A. V 79.3.8.5",,
"108900","282  NEG. 04533",,
"97968","Verzameling 158 (14)",,
"102356","H.A. V 73.9.24.16",,
"108737","100.  07-7  27",,
"101325","H.A. V 67.5.22.4",,
"97286","H.A. V 4.26.7",,
"100543","H.A. V 59.3.25",,
"99350","T.A. H.A. V 32.16",,
"106511","I.A.  van Someren,  J.F.   (1)",,
"108996","353",,
"106304","I.A.  Rutgers,  A.   (2)",,
"100586","H.A. V 60.3.2.1",,
"97910","Verzameling 152 (74)",,
"103480","H.A. V 90.9.18.4",,
"97764","Verzameling 157 (66)",,
"100768","H.A. V 62.9.3.3",,
"121073","Verzameling 123 (64)",,
"128045","AYF 96",,
"99418","H.A. V 33.37",,
"102428","H.A. V 75.2.13.6",,
"106701","I.A.  Universiteit,  U.S.C.,  Senaat.   (14)",,
"106083","I.A.  Pompe,   W.   (1)",,
"103348","H.A. V 88.3.10.2",,
"101543","H.A. V 68.6.19",,
"108168","SSFU-nr. 1991-5 (22)",,
"127736","AYF 87",,
"103613","H.A. V 94.10.12.1",,
"103051","H.A. V 82.10.8.6",,
"103135","H.A. V 83.9.12.2",,
"101223","H.A. V 66.11.23",,
"100137","H.A. V 50.8.23.1",,
"107878","SSFU-nr. 1990-3 (13)",,
"106458","I.A.  van der Sluys,   Z.  (1)",,
"98199","H.A. V 6.62",,
"104960","I.A.  Haverhoek,  R.   (1)",,
"104870","I.A.  Gijbland Oosterhoff,  H.H.   (2)",,
"97193","H.A. T 98.6",,
"106617","I.A.  Tellegen-Veldstra,  U.   (1)",,
"105119","I.A.  Hutschenruyter,   W.   (3)",,
"99829","H.A. V 20.33",,
"98478","H.A. V 11.48",,
"100989","H.A. V 64.9.25.2",,
"105939","I.A.  Onderwijs,  Eerste Nederlandse Slagersvakschool,  leerlingen   (2)",,
"99402","H.A. V 33.27",,
"109597","H.A. V 36.86",,
"101439","H.A. V 68.1.23",,
"109098","449",,
"97095","H.A. T 87.31",,
"128092","AYF 109",,
"97010","H.A. T 67.17",,
"105539","I.A.  van Lier-Kronenberg,  G.E.   (1)",,
"99464","H.A. V 34.22",,
"98700","T.A. La 9.43 (4)",,
"107219","I.A.  Wijnmalen,   C.G.A.  (1)",,
"97475","H.A. V 41.18",,
"100620","H.A. V 61.1.26.3",,
"102427","H.A. V 75.2.13.5",,
"99258","T.A. H.A. V 30.123",,
"127744","AYF 113e",,
"123830","Verzameling 63",,
"102558","H.A. V 78.6.6.2",,
"99105","T.A. H.A. V 29.31",,
"101925","H.A. V 70.1.1.2",,
"108895","274  NEG. 06132A",,
"121129","Verzameling 123 (119)",,
"98753","H.A. V 23.77",,
"109154","517",,
"109442","H.A. V 31.78",,
"98806","H.A. V 24.2",,
"103126","H.A. V 83.8.23.1",,
"101797","H.A. V 69.7.19.4",,
"98814","H.A. V 24.14",,
"98389","H.A. V 10.15",,
"109618","H.A. V 36.108",,
"100225","H.A. V 52.11.11",,
"99175","T.A. H.A. V 30.23",,
"105332","I.A.  Koch,  J.Jac.  (1)",,
"104370","I.A.  Dammers,   P.J.   (1)",,
"105591","I.A.  Lustig   W.K.   (1)",,
"104008","I.A.  Begeer,  A.   (2)",,
"97668","H.A. V 45.7.14.1",,
"99740","H.A. V 38.29",,
"98205","Verzameling 221 (3)",,
"105674","I.A.  van Melle,  M.A.   (1)",,
"98592","H.A. V 13.47",,
"99136","T.A. H.A. V 29.59",,
"100936","H.A. V 64.5.3",,
"99561","H.A. V 35.34",,
"101165","H.A. V 66.9.5",,
"102916","H.A. V 81.11.18.1",,
"100635","H.A. V 61.5.4.1",,
"108744","111.",,
"102803","H.A. V 80.9.2.7",,
"98225","H.A. V 23.37",,
"103465","H.A. V 90.9.5.1",,
"100941","H.A. V 64.5.30.1",,
"98755","H.A. V 23.79",,
"105760","I.A.  Moltmaker,  P.   (1)",,
"105738","I.A.  Moesman,  J.H,   (5)",,
"100955","H.A. V 64.7.7.1",,
"108334","SSFU-nr. 1992-3 (26)",,
"105876","I.A.  van Noordenne,  J.   (1)",,
"109527","H.A. V 36.32",,
"108618","SSFU-nr. 1998-2 (16)",,
"109078","429  10500",,
"99693","H.A. V 37.42",,
"99182","T.A. H.A. V 30.25",,
"98861","T.A. H.A. V 25.13",,
"106990","I.A.  de Waal,  A.  (1)",,
"104297","I.A.  Cannegieter,  T.   (6)",,
"105795","I.A.  Muller Fz.,  S.   (14)",,
"106303","I.A.  Rust,   J.A.    (2)",,
"124861","H.A. V 45.6.29.2",,
"105275","I.A.  Kerk,  Predikanten,  Hervormd   (5)",,
"99341","T.A. H.A. V 32.4",,
"108027","SSFU-nr. 1990-7 (27)",,
"98603","H.A. V 13.67",,
"102892","H.A. V 81.7.0.1",,
"101791","H.A. V 69.6.23.1",,
"105536","I.A.  van Lier,  L.   (1)",,
"108630","SSFU-nr. 1998-2 (28)",,
"99335","T.A. H.A. V 31.190",,
"104942","I.A.  Hart,  prof. dr. P.D. 't   (1)",,
"99888","H.A. V 26.51",,
"106727","I.A.  Universiteit,  Veeartsenijkundige Hogeschool,  Lectoren   (1)",,
"127721","AYF 128",,
"129576","H.A. T 96.30 (66)",,
"103077","H.A. V 82.11.10.4",,
"106719","I.A.  Universiteit,  U.S.R.,  Senaat   (5)",,
"97602","H.A. V 45.5.7.8",,
"103159","H.A. V 83.12.21.1",,
"104530","I.A.  van Engen,  F.A.   (1)",,
"99409","H.A. V 33.31",,
"102681","H.A. V 79.9.5.1",,
"109051","419  13116",,
"103113","H.A. V 83.3.31.2",,
"98137","H.A. V 5.16.3",,
"108406","SSFU-nr. 1993-5 (9)",,
"106708","I.A.  Universiteit,  U.S.C.,  Senaat.   (32)",,
"102594","H.A. V 79.1.26.1",,
"102339","H.A. V 73.9.13.6",,
"100642","H.A. V 61.6.15.4",,
"100019","H.A. V 47.10.9.3",,
"101809","H.A. V 69.7.20.2",,
"101373","H.A. V 67.9.6",,
"129425","AC 10-58",,
"108647","SSFU-nr. 1998-2 (45)",,
"101966","H.A. V 70.3.31",,
"108785","161  NEG. 01525",,
"101575","H.A. V 68.7.29.6",,
"108962","329",,
"101241","H.A. V 66.12.16.2",,
"103511","H.A. V 91.8.27.3",,
"97583","H.A. V 45.5.4.1",,
"109056","440",,
"101940","H.A. V 70.2.21.10",,
"106780","I.A.  Vereniging,  Harmonie-Orkest Utrecht, Drumband  (1)",,
"108875","246  NEG. 04428",,
"100605","H.A. V 60.11.4",,
"99407","H.A. V 33.29",,
"108857","222",,
"104539","I.A.  Eskens,  J.G.  (1)",,
"100556","H.A. V 59.4.22.8",,
"98191","H.A. V 6.47",,
"102197","H.A. V 71.10.24.1",,
"108423","SSFU-nr. 1994-1 (4)",,
"100189","H.A. V 52.1.26.17",,
"102242","H.A. V 72.5.18.3",,
"100244","H.A. V 53.5.16.6",,
"99585","H.A. V 36.9",,
"129449","AC 10-87",,
"102670","H.A. V 79.6.9.8",,
"100544","H.A. V 59.4.14.1",,
"105204","I.A.  de Jongh,  A.   (2)",,
"108893","270 NEG. 05323A",,
"97373","H.A. V 39.19",,
"106700","I.A.  Universiteit,  U.S.C.,  Senaat.   (13)",,
"98282","H.A. V 7.31",,
"98283","H.A. V 7.31.1",,
"97281","H.A. V 4.26.2",,
"106774","I.A.  Vereniging,  Buurtvereniging Oranje  (1)",,
"105440","I.A.  Kuyper,   A.   (3)",,
"106868","I.A.  Vermeulen,  P.  (2)",,
"102762","H.A. V 80.5.12.5",,
"103713","H.A. V 96.10.12.1",,
"97349","H.A. V 39.3.13.1",,
"104118","I.A.  Bos, T.C.  (1)",,
"126845","H.A. V 69.8.14",,
"100667","H.A. V 61.8.9.8",,
"103532","H.A. V 92.7.19.3",,
"99891","H.A. V 26.54",,
"101044","H.A. V 65.8.25.1",,
"100200","H.A. V 52.1.26.28",,
"106627","I.A.  Thomassen,   M.H.J.P.   (4)",,
"108539","SSFU-nr. 1996-2 (2)",,
"98844","H.A. V 24.46",,
"103306","H.A. V 86.9.1.9",,
"107115","I.A.  van de Wetering,  H.  (16)",,
"100003","H.A. V 46.7.16.1",,
"101695","H.A. V 68.9.6.11",,
"100745","H.A. V 62.5.5.12",,
"106155","I.A. van Reede, J. (1)",,
"101070","H.A. V 65.12.25",,
"128026","AYF 17",,
"105983","I.A.  Opzoomer,   C.W.    (12 c)",,
"98867","T.A. H.A. V 25.18",,
"105812","I.A.  Mussert,  A.A.   (6a)",,
"98935","T.A. H.A. V 26.15",,
"104183","I.A.  Bransen,  A.J.   (2)",,
"108784","160  NEG. 01526",,
"107789","SSFU-nr. 1989-9 (20)",,
"100812","H.A. V 63.4.7",,
"97631","H.A. V 45.5.7.19",,
"105814","I.A. Mussert, A.A. (7a)",,
"107923","SSFU-nr. 1990-3 (?)",,
"103393","H.A. V 89.6.26.9",,
"128525","H.A. V 69.4.16.1",,
"105741","I.A.  Molen,  J. van der  (1)",,
"97629","H.A. V 45.5.7.17",,
"102732","H.A. V 80.4.5.1",,
"107681","SSFU-nr. 1989-1 (3)",,
"109635","H.A. V 36.125",,
"98315","H.A. V 7.77",,
"98998","T.A. H.A. V 27.30",,
"128049","AYF 27",,
"100220","H.A. V 52.11.7.12",,
"107267","I.A.  van Zijst,  W.A.  (10)",,
"100387","H.A. V 56.4.20.1",,
"98244","H.A. V 23.64",,
"103014","H.A. V 82.9.8.2",,
"101771","H.A. V 69.5.2.2",,
"107764","SSFU-nr. 1989-8 (23)",,
"127304","H.A. V 21.44",,
"106109","I.A.  Quack,  J.C.H.A.   (1)",,
"99880","H.A. V 26.43",,
"107136","I.A.  Wilbrenninck,  J.C.  (1)",,
"107820","SSFU-nr. 1990-1 (17)",,
"102791","H.A. V 80.8.15.2",,
"106841","I.A.  Vereniging, Vereniging Oud-Utrecht, Leden  (1)",,
"108083","SSFU-nr. 1991-1 (21)",,
"103506","H.A. V 91.7.15.13",,
"103864","I.A.  Amelrooij, P.M.J.  (1)",,
"99205","T.A. H.A. V 30.133",,
"126046","Verzameling 169 (14)",,
"100787","H.A. V 62.12.21.1",,
"101412","H.A. V 67.12.11",,
"102450","H.A. V 75.12.16.2",,
"98890","T.A. H.A. V 25.27",,
"108753","121  NEG. 03129",,
"100652","H.A. V 61.7.4.6",,
"97736","Verzameling 157 (38)",,
"108538","SSFU-nr. 1996-2 (1)",,
"97436","H.A. V 40.19",,
"101067","H.A. V 65.11.6",,
"105048","I.A.  Holtappel,  J.H.  (1)",,
"120058","D.O.W. 509 P",,
"122337","T.A. Zb 7 (M)",,
"106279","I.A.  van Rossum,   T.G.J.   (1)",,
"98653","H.A. V 17.110",,
"97937","Verzameling 154 (4)",,
"105618","I.A.  Mackaay,  T.   (1)",,
"108926","301",,
"100568","H.A. V 59.9.5.1",,
"98291","H.A. V 7.43",,
"100356","H.A. V 55.11.4.1",,
"104862","I.A.  Gunning,  J.H.   (4)",,
"105843","I.A.  Nassau,   J. van  (7)",,
"102171","H.A. V 71.3.26.3",,
"102489","H.A. V 76.9.7.3",,
"97132","H.A. T 92.25",,
"103780","I.A. Gemeentelijke Instellingen Gemeenteraad 16",,
"109352","H.A. V 26.213",,
"104371","I.A.  Dammers,   P.J.   (3)",,
"98917","T.A. H.A. V 25.34",,
"101919","H.A. V 69.12.28.1",,
"103522","H.A. V 92.6.18.2",,
"106975","I.A.  de Vries,  F.J.   (1)",,
"97194","H.A. T 98.7",,
"100433","H.A. V 56.11.14.4",,
"103258","H.A. V 85.11.28.1",,
"129515","H.A. T 96.30 (2)",,
"98376","H.A. V 9.37",,
"101243","H.A. V 66.12.19.1",,
"124842","Verzameling 166 (46)",,
"104605","I.A.  Fockema Andreae,  J.P.   (8)",,
"104687","I.A. Gemeentelijke Instellingen, Ambachtskinderhuis (4B)",,
"103513","H.A. V 91.8.27.5",,
"100153","H.A. V 51.7.3.4",,
"108572","SSFU-nr. 1997-1 (14)",,
"98452","Verzameling 137 (32)",,
"106076","I.A.  Poels,   J.   (2)",,
"102793","H.A. V 80.8.26.1",,
"103609","H.A. V 94.4.29.4",,
"103004","H.A. V 82.7.5.1",,
"99461","H.A. V 34.21",,
"97106","H.A. T 91.4",,
"104788","I.A.  Goedewaagen.  T.  (1)",,
"98661","H.A. V 17.102",,
"102114","H.A. V 70.9.1.1",,
"102418","H.A. V 74.12.6",,
"100043","H.A. V 47.1.12",,
"129441","AC 10-78",,
"108094","SSFU-nr. 1991-2 (10)",,
"103371","H.A. V 88.12.19.1",,
"97105","H.A. T 91.3",,
"104275","I.A.  Buys Ballot,  C.H.D.  (17)",,
"99588","H.A. V 36.13",,
"99808","H.A. V 19.33",,
"98907","T.A. H.A. V 25.30",,
"98563","H.A. V 7.32",,
"98745","H.A. V 23.19",,
"103293","H.A. V 86.3.27.1",,
"97017","H.A. T 67.24",,
"106242","I.A.  Ritter jr.,  P.H.  (1)",,
"102298","H.A. V 73.8.25.5",,
"109496","H.A. V 31.140",,
"102749","H.A. V 80.5.3.6",,
"109015","369  09504",,
"99596","H.A. V 36.14",,
"108554","SSFU-nr. 1996-2 (17)",,
"106047","I.A.  Penning,  L.   (1)",,
"101086","H.A. V 66.4.6",,
"98464","H.A. V 11.3",,
"103524","H.A. V 92.7.8.1",,
"99172","H.A. V 30.17",,
"127749","AYF 113",,
"101560","H.A. V 68.7.7.9",,
"109385","H.A. V 31.21",,
"101733","H.A. V 69.2.17.3",,
"109105","463",,
"106900","I.A.  Visser,   E.T.H.  (4)",,
"103946","I.A.  Barger, H.H.  (3)",,
"127705","AYF 153a",,
"98870","T.A. H.A. V 25.20",,
"101563","H.A. V 68.7.11.2",,
"100558","H.A. V 59.5.13.1",,
"126083","T.A. Jd 5.15",,
"103313","H.A. V 86.9.1.16",,
"101357","H.A. V 67.7.13.3",,
"97967","Verzameling 158 (13)",,
"97134","H.A. T 92.30",,
"102950","H.A. V 82.4.6.16",,
"127815","Verzameling 166 (28)",,
"105326","I.A.  Knol,   F.   (1)",,
"103958","I.A. Baumstark. A.  (1)",,
"102607","H.A. V 79.2.2.2",,
"103608","H.A. V 94.4.29.3",,
"108405","SSFU-nr. 1993-5 (8)",,
"108019","SSFU-nr. 1990-7 (19)",,
"107179","I.A.   Wolf,   E.F.M.   (2)",,
"99965","H.A. V 26.142",,
"120966","T.A. T 3.24 (G)",,
"108503","SSFU-nr. 1995-2 (14)",,
"108089","SSFU-nr. 1991-2 (5)",,
"100020","H.A. V 47.11.27",,
"104364","I.A.  van Dam,  C.F.A.  (2)",,
"108187","SSFU-nr. 1991-6 (6)",,
"104869","I.A.  Gijbland Oosterhoff,  H.H.   (1)",,
"102271","H.A. V 73.1.6.1",,
"104972","I.A.  Hekman,  J.C.   (3)",,
"127792","AYF 4",,
"102365","H.A. V 73.9.24.25",,
"100395","H.A. V 56.4.20.9",,
"101768","H.A. V 69.4.19",,
"97662","H.A. V 45.5.24.3",,
"100371","H.A. V 56.3.22.2",,
"97806","Verzameling 151 (1)",,
"104523","I.A.  Engelman , J.A.A  (1)",,
"105306","I.A.  Klaver,   C.H.  (1)",,
"106521","I.A.  Sprenger van Eijk,   J.P.   (2)",,
"103706","H.A. V 96.10.11.4",,
"101098","H.A. V 66.6.17",,
